transaction_id,client_id,datetime,amount,currency,merchant,transaction_type,ip_address
3ceeb026-7e6a-48bc-a031-24e7bda0acaa,client_43,2025-04-30 12:58:19.296147,419175.17,EUR,Ozon,deposit,63.251.179.255
b97f756a-0fd4-4d97-9bc5-d661c0b29ed7,client_154,2025-04-30 10:41:19.296165,898871.03,USD,Amazon,withdrawal,195.109.77.38
933506a8-59ba-4ffc-9b04-77d0e9a2ae94,client_188,2025-04-30 10:25:19.296183,749583.79,RUB,Amazon,withdrawal,169.218.13.52
d6731d3a-5339-47f5-8f37-ed52cc9e4afc,client_116,2025-04-30 10:38:19.296200,302133.37,EUR,Ozon,deposit,24.66.123.195
cb57049f-9a47-4bc1-9595-ea965599c245,client_37,2025-04-30 13:57:19.296218,600455.25,EUR,Amazon,withdrawal,66.98.21.109
3f8fc0f0-4aa5-4951-ab60-5f4f24ff3afd,client_38,2025-04-30 13:00:19.296235,576789.86,RUB,Ozon,withdrawal,123.205.242.109
3eee134b-8fab-449f-b36c-a180eb15da7d,client_89,2025-04-30 08:49:19.296252,592527.08,EUR,Ozon,deposit,43.224.152.69
4d72d847-ab75-48ee-860c-7b58bd587f9a,client_108,2025-04-30 15:20:19.296270,122614.61,RUB,Ozon,deposit,146.134.78.48
c671c756-7925-4273-bd5e-17fdead3e7a9,client_196,2025-04-30 12:16:19.296288,691329.99,RUB,Uber,deposit,141.31.176.254
ef1c28fa-8fdc-4fa9-a230-09b271f94665,client_131,2025-04-30 11:29:19.296305,744223.79,RUB,Ozon,withdrawal,127.183.133.253
75c8b05b-b31d-4210-8178-a8912d7bd0c3,client_76,2025-04-30 06:58:19.296323,9939.64,EUR,Amazon,withdrawal,151.173.219.91
d08b1bf2-3127-49de-b059-737a95750680,client_23,2025-04-30 17:01:19.296340,15350.62,RUB,Uber,withdrawal,168.31.228.231
ae5b03b1-f984-4ffe-96c4-6980b2134956,client_188,2025-04-30 05:09:19.296358,635730.91,USD,Uber,deposit,47.44.121.89
1e9a916a-2784-448c-bcd0-f6990675b5fb,client_87,2025-04-30 07:21:19.296375,562418.88,RUB,Ozon,withdrawal,201.140.166.172
0ded5c0f-a7a8-47b7-a5c1-8fd06ca65451,client_95,2025-04-30 14:23:19.296393,491465.2,RUB,Uber,deposit,4.67.207.42
8420950c-1408-4543-8dda-b5efb051e38f,client_157,2025-04-30 14:42:19.296410,506818.76,EUR,Uber,deposit,65.62.120.222
2eac8c93-99cd-4d14-baee-95509a8dce9e,client_197,2025-04-30 15:40:19.296427,646593.88,USD,Amazon,deposit,80.147.43.230
eefe348d-096d-4cc1-a7b4-623567ab7a75,client_131,2025-04-30 16:44:19.296445,382306.52,EUR,Uber,deposit,225.217.114.37
cf5a117b-cc4c-4d6a-8bbd-b8e41c3e4f11,client_21,2025-04-30 05:27:19.296462,648960.78,USD,Amazon,withdrawal,252.102.160.47
6abb1782-85de-41d6-af26-737457f145d0,client_125,2025-04-30 10:52:19.296480,521194.53,USD,Uber,withdrawal,94.9.235.64
f2bef7d9-160c-4057-8d62-42a526a83b78,client_176,2025-04-30 16:16:19.296497,814813.31,RUB,Uber,withdrawal,63.141.16.155
e99fe2dc-fd3a-4f4d-aaee-c0aa719b2fb3,client_115,2025-04-30 08:52:19.296515,141418.97,EUR,Amazon,deposit,28.39.51.5
5d91d0de-e3df-498e-bde0-60a119b5bf10,client_84,2025-04-30 12:57:19.296533,852338.61,USD,Uber,withdrawal,99.54.35.169
1d08b2eb-d0d2-4744-85d3-a92597474fac,client_4,2025-04-30 10:06:19.296551,630612.39,USD,Amazon,deposit,154.47.82.100
948bb187-7e8e-4258-bd69-72cd82f1c476,client_96,2025-04-30 14:57:19.296569,438539.89,EUR,Ozon,withdrawal,136.39.220.79
4651b554-36c4-4592-b30b-8bf477790e67,client_182,2025-04-30 13:02:19.296586,520576.37,EUR,Uber,deposit,50.131.68.238
62e9986b-e673-467c-a428-3695ed775204,client_117,2025-04-30 13:16:19.296604,641010.73,RUB,Amazon,deposit,95.111.157.10
e854dd14-e0a1-4edc-9736-775cb326fdb6,client_78,2025-04-30 08:45:19.296622,698490.79,EUR,Ozon,withdrawal,82.98.152.193
cc8bf02f-7a71-41cd-8f0d-85c170d14fd6,client_158,2025-04-30 12:57:19.296639,776137.47,EUR,Ozon,withdrawal,92.138.198.169
551b99de-8759-45c6-882e-8cb781cffc7d,client_116,2025-04-30 11:12:19.296657,546823.92,EUR,Amazon,withdrawal,37.57.182.16
e21d01be-01bf-470a-bac9-f498fbdc80e9,client_68,2025-04-30 11:44:19.296674,260022.84,USD,Ozon,withdrawal,48.212.136.203
02ec8635-6862-4b66-b9bd-93c9d78615b4,client_1,2025-04-30 14:40:19.296699,378612.8,USD,Ozon,deposit,137.210.160.212
f1856464-e1af-4044-9748-7810b142c530,client_50,2025-04-30 10:47:19.296718,192814.21,EUR,Uber,withdrawal,55.233.219.39
20de8868-cb10-4ab6-85e3-682f08c5f4e4,client_31,2025-04-30 10:49:19.296735,673421.81,RUB,Ozon,deposit,240.84.89.106
5b47ccb2-3997-4144-bc3a-3787c7ac3a7d,client_45,2025-04-30 05:27:19.296753,804320.69,RUB,Amazon,deposit,209.198.178.5
4dca2019-1394-4732-b018-99bf0783354e,client_154,2025-04-30 06:11:19.296770,820032.61,USD,Ozon,withdrawal,170.226.96.49
163ec9b4-1757-4d6e-90ff-6936f358847b,client_140,2025-04-30 11:11:19.296788,194701.11,EUR,Amazon,deposit,248.170.120.247
2caafa40-d653-4750-9ae2-ea86951ca117,client_43,2025-04-30 06:32:19.296805,307666.91,RUB,Amazon,withdrawal,189.51.43.10
323f2f37-afc8-4fe1-8acb-62f4d4a8a33e,client_125,2025-04-30 06:37:19.296823,531667.47,RUB,Ozon,withdrawal,61.23.170.146
8d85daef-8556-460b-b725-0ecf427712d0,client_6,2025-04-30 12:16:19.296840,238038.5,EUR,Uber,deposit,99.92.241.212
7a4fc158-d825-41fc-a838-dc0b4ff97931,client_65,2025-04-30 16:13:19.296858,513445.58,USD,Ozon,withdrawal,54.2.193.127
93b806fe-90aa-43a9-ab5d-8cc850b110a7,client_146,2025-04-30 05:38:19.296876,334947.53,EUR,Amazon,withdrawal,201.62.209.108
7e65737c-a0cd-4e71-be0c-047692e2a7fb,client_186,2025-04-30 05:45:19.296893,158709.18,USD,Uber,withdrawal,142.98.157.186
c51aa8f6-dfa6-43e8-ba3a-e2868bb9ccad,client_54,2025-04-30 16:55:19.296912,449406.87,RUB,Uber,withdrawal,145.173.76.22
78b4074f-3abe-4ff6-a153-60d6ba61dcb0,client_163,2025-04-30 12:19:19.296929,631556.71,RUB,Amazon,deposit,15.63.151.253
0335bf80-7bb7-48b7-9670-53dfe08b21fb,client_139,2025-04-30 06:33:19.296947,340983.44,EUR,Uber,deposit,239.235.145.128
4b8a95f9-a014-4cd8-990f-2fc232dde969,client_118,2025-04-30 16:50:19.296965,879434.6,RUB,Ozon,withdrawal,151.201.198.182
0e632a04-2813-4046-9380-e1138a6f4293,client_2,2025-04-30 08:43:19.296982,31424.18,EUR,Amazon,withdrawal,253.76.89.90
9e11cb55-81e3-4377-80de-7e57e0028b54,client_91,2025-04-30 05:20:19.297000,103070.5,EUR,Ozon,withdrawal,88.249.18.50
34cf7009-5cc0-44c1-918e-15502d34847a,client_124,2025-04-30 07:29:19.297018,776796.75,RUB,Amazon,deposit,217.31.224.234
1cb85835-03ec-41d2-8399-5a53f0fa326f,client_30,2025-04-30 05:53:19.297036,526319.17,EUR,Uber,deposit,18.176.204.216
1746cef4-7fd2-47a6-886c-078acd181660,client_62,2025-04-30 09:58:19.297065,729528.1,USD,Uber,withdrawal,106.199.91.137
ed64bc8d-e150-4ed5-9292-cf07e6216651,client_192,2025-04-30 10:12:19.297084,144374.78,USD,Amazon,deposit,159.41.124.250
888a7069-0659-42b9-bb66-40b6b6de2b47,client_101,2025-04-30 11:55:19.297102,47596.45,RUB,Amazon,withdrawal,207.177.241.91
987b5747-bcb8-4745-ba89-56caa45b9a52,client_145,2025-04-30 08:20:19.297120,398266.83,RUB,Amazon,deposit,210.30.194.82
9322b379-0047-42e9-a676-268b7ec56a9e,client_144,2025-04-30 12:31:19.297137,645043.48,USD,Amazon,withdrawal,18.76.46.63
c2dc1c4c-f2ae-4708-9130-bcaabeaef6cb,client_72,2025-04-30 12:01:19.297155,61665.19,RUB,Amazon,withdrawal,166.136.29.90
0515a901-2a2e-43b4-a6ce-adbf6c544fea,client_66,2025-04-30 15:37:19.297174,637416.36,RUB,Amazon,deposit,184.41.1.16
640a6f91-719f-4d3f-a7c3-d8cf9234f19b,client_168,2025-04-30 05:09:19.297191,876466.74,EUR,Uber,deposit,239.213.94.226
6c0aee1f-1131-4b5f-bf86-cb7cc11b7a97,client_47,2025-04-30 09:42:19.297209,152332.32,RUB,Uber,withdrawal,176.152.221.196
14399cc0-a364-41da-b11a-8bf264441c67,client_29,2025-04-30 11:58:19.297226,128572.87,RUB,Ozon,withdrawal,158.148.110.104
4bc70121-4149-435a-80d5-6ada30a04228,client_115,2025-04-30 14:11:19.297244,605316.88,RUB,Uber,withdrawal,15.44.253.46
f43781b4-f267-43bd-a6a9-79a04cfa90d7,client_172,2025-04-30 07:42:19.297261,742361.66,EUR,Amazon,withdrawal,151.106.103.198
45f1fc12-145d-45ba-8a43-b1d521f07af0,client_71,2025-04-30 11:17:19.297279,622423.8,EUR,Uber,withdrawal,58.59.96.164
ba5c04a9-e3ac-4b89-b602-942f2c613d3c,client_6,2025-04-30 10:40:19.297296,323328.99,EUR,Uber,withdrawal,9.140.185.141
80564755-cc03-47cb-9b6f-0ad163b726bb,client_199,2025-04-30 06:41:19.297314,314939.04,EUR,Amazon,withdrawal,168.247.67.205
0c249756-148e-4cc0-ad06-37c40649a2f9,client_49,2025-04-30 06:24:19.297331,680552.66,EUR,Amazon,withdrawal,141.104.98.90
1936ed05-d97b-44e7-ad33-acc17bf7fddf,client_191,2025-04-30 09:26:19.297348,275870.42,USD,Uber,withdrawal,217.51.24.227
efce5c17-6fa9-4e61-a207-dcb67e4fb4a5,client_167,2025-04-30 08:23:19.297367,554922.83,EUR,Ozon,deposit,161.185.17.46
eb782122-5127-4cec-b0f0-c085cdc874c7,client_7,2025-04-30 06:48:19.297384,625570.06,USD,Amazon,deposit,224.230.246.4
c8f6a9c5-fd2b-433c-a92d-7ce15ff5e1e3,client_156,2025-04-30 10:55:19.297402,204605.28,EUR,Ozon,deposit,78.72.32.23
e90df385-3518-4f1f-a341-a86f0b79054c,client_5,2025-04-30 09:32:19.297419,847147.07,RUB,Ozon,deposit,240.52.109.235
f8175b22-379f-4204-8dac-1fe53636e7d5,client_89,2025-04-30 11:11:19.297437,270205.02,RUB,Amazon,deposit,189.198.121.91
a984776c-fc20-425a-8dd4-7b1a29c35cc5,client_133,2025-04-30 07:01:19.297455,580414.04,USD,Uber,withdrawal,59.151.45.231
2681fec7-8661-404f-a561-68eb225a93b6,client_42,2025-04-30 07:51:19.297473,638739.59,RUB,Uber,deposit,100.46.6.1
d8e9791c-2aff-434f-bc58-28514072064d,client_158,2025-04-30 14:05:19.297491,542754.18,EUR,Uber,deposit,107.16.178.163
5755b25f-8f14-44d4-8c35-eb4213ad5546,client_12,2025-04-30 08:43:19.297509,48968.23,EUR,Uber,withdrawal,0.136.95.104
53f1e851-3299-4e34-b07e-a3f892bf187d,client_74,2025-04-30 08:20:19.297528,533458.89,RUB,Ozon,withdrawal,70.242.124.71
974baaa6-87ca-4e49-8c32-b425dfc0ba05,client_38,2025-04-30 14:36:19.297545,609770.1,USD,Ozon,deposit,137.223.78.72
3330fd35-4826-449c-8a5f-9135f347ae57,client_195,2025-04-30 06:35:19.297562,572198.64,RUB,Uber,deposit,231.225.226.70
5316caa7-e1c8-48eb-a35f-512ed8e7a6fc,client_128,2025-04-30 12:32:19.297580,228028.35,EUR,Amazon,deposit,148.194.22.182
379d6928-284d-47af-a455-16a2eb440f45,client_38,2025-04-30 13:50:19.297597,675192.6,RUB,Amazon,withdrawal,215.217.153.108
e1cccc7a-08d7-49d7-a8f8-7cac563ddf8b,client_78,2025-04-30 17:09:19.297614,227374.39,USD,Uber,deposit,57.184.242.177
59dd904c-e92d-436d-9f97-1cb2ee79f56e,client_8,2025-04-30 07:07:19.297632,141747.4,USD,Ozon,withdrawal,141.168.192.29
4874edc1-3505-4537-a1f5-3436fe7938b0,client_38,2025-04-30 14:41:19.297649,576084.8,USD,Uber,deposit,25.157.109.208
9fb917f4-02e7-45e9-9515-0f63028e750f,client_20,2025-04-30 11:18:19.297666,106337.05,RUB,Uber,deposit,232.37.170.80
e9f7ab7e-49fd-4bf5-8cf2-6c7bc414f16c,client_9,2025-04-30 10:37:19.297688,577363.93,EUR,Uber,deposit,234.196.14.135
12cddad8-e1bf-49b6-afaa-5299d372a172,client_179,2025-04-30 08:44:19.297706,797927.65,RUB,Amazon,withdrawal,128.189.128.251
5f8f3ad4-f6d3-43d9-b149-6cccb777f1b6,client_155,2025-04-30 13:28:19.297724,741105.35,EUR,Ozon,deposit,225.136.212.237
debec2bf-c2a1-4683-9eb8-7a5b07a3b342,client_185,2025-04-30 12:22:19.297741,64355.08,EUR,Ozon,deposit,14.187.156.23
c67d0346-93f5-40ff-b28d-cc613329d94f,client_7,2025-04-30 12:14:19.297759,181553.59,EUR,Ozon,deposit,22.149.88.142
0430594d-a106-4409-978b-ca977401d4e6,client_90,2025-04-30 16:05:19.297776,614591.12,EUR,Amazon,withdrawal,240.18.161.247
d618df00-e980-437e-8267-1e7cafc330db,client_72,2025-04-30 08:02:19.297794,6838.23,RUB,Ozon,withdrawal,185.124.41.68
14d106c8-e6bd-43f6-a0ab-99bc0843476a,client_142,2025-04-30 10:41:19.297811,725300.21,RUB,Amazon,deposit,38.136.112.121
8f9cde84-4ff8-4f18-85dd-723d7bdde06c,client_7,2025-04-30 16:30:19.297830,373530.83,USD,Amazon,deposit,139.76.161.74
4c7bce5a-8e5c-4b6c-bfa6-98b0758c0f6e,client_1,2025-04-30 08:53:19.297847,73200.36,RUB,Ozon,deposit,3.12.177.202
6463aaf2-5829-4c8a-9b81-9de2bcdf5ba8,client_24,2025-04-30 15:18:19.297865,44147.77,RUB,Uber,withdrawal,225.109.24.66
ba15c3e2-9bb8-4ce3-849b-5da107412271,client_102,2025-04-30 06:28:19.297883,5039.32,RUB,Ozon,withdrawal,3.230.61.65
c08cb40b-a436-4e85-beec-27d6f10ce2a3,client_14,2025-04-30 15:42:19.297900,48028.81,EUR,Ozon,withdrawal,250.157.118.174
923e3e99-f3b6-49a7-a495-1b456da49f8c,client_179,2025-04-30 09:31:19.297918,14032.6,USD,Amazon,withdrawal,146.223.188.194
55f4bb64-0f32-44bd-bcef-8295a80f17c9,client_188,2025-04-30 13:15:19.297935,894787.0,USD,Uber,withdrawal,74.170.230.130
bc7c6f99-445d-4980-97d8-402f742431cf,client_187,2025-04-30 15:34:19.297953,294332.53,USD,Ozon,withdrawal,124.216.195.85
