id,transaction_id,client_id,datetime,amount,currency,merchant,transaction_type,ip_address,category,country_code,region,device_type,session_id,channel,recipient_id,transaction_purpose
25,75c0a0c8-e355-4c6b-a38a-b78e5f3c398a,client_507,2025-04-19 15:43:22,245000.15,EUR,,p2p,89.157.231.37,p2p,DE,Berlin,smartphone,987e6543-e21b-12d3-a789-426614174024,mobile_app,client_573,debt
26,8ed39988-c492-4b20-a81b-5162536aa433,client_529,2025-02-16 10:09:37,195000.83,USD,,p2p,72.14.192.149,p2p,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174025,mobile_app,client_569,debt
27,a89faece-d846-4fc1-bd5a-f7dc1acc0ae2,client_569,2025-03-23 13:35:04,175000.46,USD,,p2p,72.14.192.95,p2p,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174026,mobile_app,client_529,debt
28,6a36699a-aa31-4c2e-a561-9cf71122d4e2,client_573,2025-04-05 17:21:28,225000.72,EUR,,p2p,89.157.231.182,p2p,DE,Munich,tablet,987e6543-e21b-12d3-a789-426614174027,mobile_app,client_507,debt
29,83decb63-cea8-4a43-9769-020e00b72787,client_593,2025-02-23 12:47:53,255000.19,CNY,,p2p,118.178.92.126,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174028,mobile_app,client_615,debt
30,5d7dd758-b49f-4c98-b1fe-7af663b02e36,client_615,2025-03-16 09:14:08,235000.54,CNY,,p2p,118.178.92.214,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174029,mobile_app,client_593,debt
31,759c24f3-8a6a-4cdf-a5b3-ba17bfb9b16f,client_637,2025-04-26 14:39:42,185000.87,CNY,,p2p,118.178.92.91,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174030,mobile_app,client_659,debt
32,fe6fd693-19a6-4656-887a-3f0dd3f8dfc8,client_659,2025-02-09 10:25:17,205000.31,CNY,,p2p,118.178.92.157,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174031,mobile_app,client_637,debt
33,c4c51ba6-709e-4827-83e0-752e6b673704,client_681,2025-03-29 15:52:34,265000.68,CNY,,p2p,118.178.92.42,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174032,mobile_app,client_703,debt
34,a54d3460-025f-4835-b22d-f402a8c309e5,client_703,2025-04-13 11:07:49,235000.94,CNY,,p2p,118.178.92.183,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174033,mobile_app,client_681,debt
35,2d928a50-0a87-42f1-b7cc-ef9934b21be8,client_725,2025-02-16 16:34:23,195000.42,CNY,,p2p,118.178.92.107,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174034,mobile_app,client_747,debt
36,2e3d069d-4091-48d4-ba9c-0e13aae87c16,client_735,2025-03-09 12:19:57,245000.76,CNY,,p2p,118.178.92.64,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174035,mobile_app,client_769,debt
37,a17bda7a-f3dd-4933-be5e-aa5610efd1c0,client_747,2025-04-20 09:45:32,215000.19,CNY,,p2p,118.178.92.231,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174036,mobile_app,client_725,debt
38,4757e35d-c70b-468d-961e-95f19f28a115,client_769,2025-02-23 14:02:08,225000.53,CNY,,p2p,118.178.92.118,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174037,mobile_app,client_735,debt
39,44865e2e-1453-4d3d-83d8-9fb91c192c90,client_791,2025-03-30 10:28:43,275000.87,CNY,,p2p,118.178.92.195,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174038,mobile_app,client_813,debt
40,5b45fd54-868a-4f63-8e64-3784cb93de1f,client_813,2025-04-06 15:54:19,245000.34,CNY,,p2p,118.178.92.82,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174039,mobile_app,client_791,debt
41,aa990f6a-f11a-4748-a513-f114cce38847,client_835,2025-02-09 11:21:54,205000.69,CNY,,p2p,118.178.92.147,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174040,mobile_app,client_857,debt
42,fbfbbab2-fa21-4199-842d-b05487b3dda4,client_857,2025-03-16 16:47:28,235000.12,CNY,,p2p,118.178.92.36,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174041,mobile_app,client_835,debt
43,4d62d49e-a966-487c-80a7-64175beb68c4,client_879,2025-04-27 12:13:45,255000.57,CNY,,p2p,118.178.92.203,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174042,mobile_app,client_901,debt
44,7c9f2b3c-2fe8-4393-a501-274411689f54,client_901,2025-02-16 09:39:21,225000.83,CNY,,p2p,118.178.92.91,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174043,mobile_app,client_879,debt
45,b02ca8e6-ca82-412a-8404-46a6bf53d99a,client_923,2025-03-23 14:05:47,285000.26,CNY,,p2p,118.178.92.158,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174044,mobile_app,client_945,debt
46,ac43b432-8654-45db-9d44-dbdb69887488,client_945,2025-04-13 10:31:14,255000.64,CNY,,p2p,118.178.92.47,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174045,mobile_app,client_923,debt
47,9045b012-c1aa-4190-8606-a341de2f0e1a,client_967,2025-02-23 15:57:39,215000.91,CNY,,p2p,118.178.92.214,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174046,mobile_app,client_989,debt
48,ac1e8515-ebec-4bdf-9561-f8e95712467d,client_989,2025-03-09 11:23:56,245000.37,CNY,,p2p,118.178.92.103,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174047,mobile_app,client_967,debt
49,72f0d1bb-f52e-44b8-b0f0-5a8c9127d665,client_1011,2025-04-20 16:49:22,265000.72,CNY,,p2p,118.178.92.175,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174048,mobile_app,client_1033,debt
50,94fedc0b-3788-4940-8eaa-f034301a02b7,client_1033,2025-02-02 12:15:48,235000.18,CNY,,p2p,118.178.92.69,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174049,mobile_app,client_1011,debt
51,3c784142-e5de-454e-8678-43f6dd653a58,client_1055,2025-03-30 09:41:13,295000.53,CNY,,p2p,118.178.92.236,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174050,mobile_app,client_1077,debt
52,3d207e6e-9e88-4f80-80f9-0d3645cce71d,client_1077,2025-04-06 14:07:39,265000.89,CNY,,p2p,118.178.92.125,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174051,mobile_app,client_1055,debt
53,178d9dc5-bd6a-44cd-909e-af97d7796380,client_1099,2025-02-09 10:33:04,225000.24,CNY,,p2p,118.178.92.192,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174052,mobile_app,client_1121,debt
54,054c6689-420e-4e91-9961-79648079ebd7,client_1121,2025-03-16 15:59:28,255000.67,CNY,,p2p,118.178.92.81,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174053,mobile_app,client_1099,debt
55,4bf2932f-a017-4626-8eb1-2055c7b12653,client_1143,2025-04-27 11:25:53,275000.12,CNY,,p2p,118.178.92.153,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174054,mobile_app,client_1165,debt
56,c0044b21-48ff-496e-ac3e-8a407cf22006,client_1165,2025-02-16 16:51:19,245000.48,CNY,,p2p,118.178.92.42,p2p,CN,Beijing,tablet,987e6543-e21b-12d3-a789-426614174055,mobile_app,client_1143,debt
57,6279218a-060b-4df7-9642-6f2e2c45094c,client_1187,2025-03-23 12:17:44,305000.83,CNY,,p2p,118.178.92.209,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174056,mobile_app,client_1187,debt
58,fc36bd10-f0a4-4e09-9704-a924f5e9db03,client_4,2025-04-05 09:22:36,1250.75,USD,Amazon,deposit,72.14.192.134,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174057,mobile_app,,
59,3ccca111-1f0b-4ef3-82b9-dabf09b5314b,client_15,2025-03-22 14:48:52,850.28,USD,Uber,deposit,72.14.192.67,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174058,mobile_app,,
60,f653ab0a-fc40-4af1-9b78-b7e3a9a29fe4,client_20,2025-04-13 10:15:19,950.43,EUR,Zalando,deposit,89.157.231.128,retail,DE,Berlin,smartphone,987e6543-e21b-12d3-a789-426614174059,mobile_app,,
61,e29c6e1c-4622-4810-8a08-3cbca44963fb,client_24,2025-02-09 16:32:47,1050.91,EUR,Carrefour,deposit,89.157.231.75,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174060,mobile_app,,
62,7c344846-0f39-433f-b097-73ff2f659e54,client_28,2025-03-30 11:57:23,1150.37,CNY,Alipay,deposit,118.178.92.196,retail,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174061,mobile_app,,
63,cdf215d9-dd83-44f1-8fd0-32fe1b0366da,client_38,2025-04-20 15:24:58,1250.64,RUB,Ozon,deposit,77.88.55.123,retail,RU,Moscow,smartphone,987e6543-e21b-12d3-a789-426614174062,mobile_app,,
64,131976ee-1b70-44f5-96b4-333aab8dc425,client_43,2025-02-16 10:49:31,950.19,USD,Walmart,deposit,72.14.192.215,retail,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174063,mobile_app,,
65,d8b4ec6d-1df3-4cba-b2f0-a27b7de9eadb,client_47,2025-03-09 14:16:07,850.56,USD,Amazon,deposit,72.14.192.89,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174064,mobile_app,,
66,e8045a10-22c3-4b3a-90a7-fbc06961e415,client_52,2025-04-27 09:42:33,750.92,EUR,Zalando,deposit,89.157.231.42,retail,DE,Munich,smartphone,987e6543-e21b-12d3-a789-426614174065,mobile_app,,
67,f2fac297-ad02-4673-a8bc-90b63b43d8bd,client_56,2025-02-23 13:08:59,1050.38,EUR,Auchan,deposit,89.157.231.187,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174066,mobile_app,,
68,b46236a9-c479-4324-9add-e022e7a0ff19,client_64,2025-03-16 16:35:25,1150.75,CNY,WeChat Pay,deposit,118.178.92.64,retail,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174067,mobile_app,,
69,f15c7014-5b56-4a44-b765-4a8a06e02695,client_68,2025-04-06 11:01:51,1250.21,RUB,Wildberries,deposit,77.88.55.209,retail,RU,St. Petersburg,smartphone,987e6543-e21b-12d3-a789-426614174068,mobile_app,,
70,17d6e77d-7382-429f-a951-60073b57c65e,client_79,2025-02-09 15:28:17,950.67,USD,Uber,deposit,72.14.192.153,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174069,mobile_app,,
71,4705f44a-78d1-4212-a3ce-2b852bdbe5e5,client_83,2025-03-23 10:54:42,850.13,USD,Walmart,deposit,72.14.192.27,retail,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174070,mobile_app,,
72,0fa2e118-645b-44c0-b739-038d9636c878,client_88,2025-04-13 14:21:08,750.59,EUR,Aldi,deposit,89.157.231.96,retail,DE,Berlin,smartphone,987e6543-e21b-12d3-a789-426614174071,mobile_app,,
73,02339578-ae58-4d88-a039-56e5708984be,client_92,2025-02-16 09:47:34,1050.84,EUR,Carrefour,deposit,89.157.231.241,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174072,mobile_app,,
74,29591416-acfd-4657-b1ac-75476cea2717,client_96,2025-03-30 13:14:09,1150.29,CNY,Alipay,deposit,118.178.92.132,retail,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174073,mobile_app,,
75,8d1b96aa-202c-477e-b36a-162a1d9abcf8,client_107,2025-04-20 16:40:35,1250.76,RUB,Sber,deposit,77.88.55.78,utilities,RU,Moscow,smartphone,987e6543-e21b-12d3-a789-426614174074,mobile_app,,
76,c7abf563-d63f-4fa4-89e3-582889091c46,client_111,2025-02-23 12:06:01,950.32,USD,Amazon,deposit,72.14.192.175,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174075,mobile_app,,
77,3e6a8195-8068-46a5-b558-1f22aae29b96,client_115,2025-03-09 16:33:27,850.78,USD,Uber,deposit,72.14.192.49,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174076,mobile_app,,
78,c1def4ba-90d4-435f-b9df-1844f7c836b0,client_120,2025-04-27 11:59:53,750.24,EUR,Zalando,deposit,89.157.231.138,retail,DE,Munich,smartphone,987e6543-e21b-12d3-a789-426614174077,mobile_app,,
79,1bf24839-7b4b-4022-a5c6-4138c25f40c3,client_124,2025-02-09 14:26:19,1050.69,EUR,Auchan,deposit,89.157.231.83,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174078,mobile_app,,
80,a7009af6-3971-41f7-bba5-a76d5f5da4af,client_128,2025-03-16 09:52:45,1150.15,CNY,WeChat Pay,deposit,118.178.92.228,retail,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174079,mobile_app,,
81,f8a91887-042f-44b9-be1b-f7a88451990c,client_139,2025-04-06 13:19:11,1250.61,RUB,Tinkoff,deposit,77.88.55.173,utilities,RU,St. Petersburg,smartphone,987e6543-e21b-12d3-a789-426614174080,mobile_app,,
82,11db4534-2f97-4e1f-95d3-f9b6f4f5f5b8,client_143,2025-02-16 16:45:37,950.07,USD,Walmart,deposit,72.14.192.118,retail,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174081,mobile_app,,
83,0cc7ad6b-56b6-4115-be2b-7661b9f3e215,client_148,2025-03-23 12:12:03,850.53,USD,Amazon,deposit,72.14.192.242,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174082,mobile_app,,
84,22f3995b-8e8c-4943-aa32-29444eee22bd,client_152,2025-04-13 16:38:29,750.98,EUR,Aldi,deposit,89.157.231.187,retail,DE,Berlin,smartphone,987e6543-e21b-12d3-a789-426614174083,mobile_app,,
85,d85b9169-0e6f-4754-845a-85fe24417fb6,client_156,2025-02-23 11:04:55,1050.44,EUR,Carrefour,deposit,89.157.231.32,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174084,mobile_app,,
86,680c68cd-82d4-4b72-943c-9c0b3209450e,client_160,2025-03-30 15:31:21,1150.89,CNY,Alipay,deposit,118.178.92.177,retail,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174085,mobile_app,,
87,3a48ff82-c55c-4718-ab1f-306cbda5caf0,client_171,2025-04-20 10:57:47,1250.35,RUB,Ozon,deposit,77.88.55.122,retail,RU,Moscow,smartphone,987e6543-e21b-12d3-a789-426614174086,mobile_app,,
88,ca2dca9b-5f12-469f-b34c-f97507cacf30,client_175,2025-02-09 14:24:13,950.81,USD,Uber,deposit,72.14.192.67,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174087,mobile_app,,
89,f8edda1a-8be6-4b21-85a1-29da490c87ac,client_179,2025-03-09 09:50:39,850.26,USD,Walmart,deposit,72.14.192.191,retail,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174088,mobile_app,,
90,dbd4512c-ef5b-44b7-8668-051fe953fd00,client_184,2025-04-27 13:17:05,750.72,EUR,Zalando,deposit,89.157.231.136,retail,DE,Munich,smartphone,987e6543-e21b-12d3-a789-426614174089,mobile_app,,
91,8c8574aa-2ea3-4239-a3a7-6576028023fb,client_188,2025-02-16 16:43:31,1050.18,EUR,Auchan,deposit,89.157.231.81,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174090,mobile_app,,
92,a4c77421-beb2-4321-8b96-310d2ca65554,client_192,2025-03-16 12:09:57,1150.63,CNY,WeChat Pay,deposit,118.178.92.226,retail,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174091,mobile_app,,
93,45ee503e-e2a0-433e-8c94-a7dd55babb77,client_203,2025-04-06 16:36:23,1250.09,RUB,Wildberries,deposit,77.88.55.171,retail,RU,St. Petersburg,smartphone,987e6543-e21b-12d3-a789-426614174092,mobile_app,,
94,5140721b-a1fc-46c6-b118-a70825d2baeb,client_207,2025-02-23 11:02:49,950.54,USD,Amazon,deposit,72.14.192.116,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174093,mobile_app,,
95,84584454-bd8e-4ef0-9c7b-d40000e4d2bf,client_212,2025-03-23 15:29:15,850.99,USD,Uber,deposit,72.14.192.240,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174094,mobile_app,,
96,9a0a2cda-f38a-40a7-8fac-f15b4bdd536a,client_216,2025-04-13 10:55:41,750.45,EUR,Aldi,deposit,89.157.231.185,retail,DE,Berlin,smartphone,987e6543-e21b-12d3-a789-426614174095,mobile_app,,
97,3d947846-6985-43ef-95d1-f0a39a8ac55e,client_220,2025-02-09 14:22:07,1050.91,EUR,Carrefour,deposit,89.157.231.30,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174096,mobile_app,,
98,0e6a9ee4-82c9-4975-8ca8-c7ca19d915e7,client_224,2025-03-30 09:48:33,1150.36,CNY,Alipay,deposit,118.178.92.175,retail,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174097,mobile_app,,
99,f127f64c-2211-4eb3-acb2-766b540bf0e9,client_235,2025-04-20 13:15:59,1250.82,RUB,Sber,deposit,77.88.55.120,utilities,RU,Moscow,smartphone,987e6543-e21b-12d3-a789-426614174098,mobile_app,,
100,f2d9a8f3-ab6f-416e-89e6-cccba3e3967e,client_239,2025-02-16 16:42:25,950.27,USD,Walmart,deposit,72.14.192.65,retail,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174099,mobile_app,,
101,2a943597-2d6b-463e-8e6e-0ca7a5d8c65e,client_243,2025-03-09 12:08:51,850.73,USD,Amazon,deposit,72.14.192.189,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174100,mobile_app,,
102,3d4d3b06-f614-4d03-93d8-4ca22c5aad12,client_248,2025-04-27 16:35:17,750.19,EUR,Zalando,deposit,89.157.231.134,retail,DE,Munich,smartphone,987e6543-e21b-12d3-a789-426614174101,mobile_app,,
103,a4d2c73b-7e81-4056-8cb4-0612b81361ad,client_252,2025-02-23 12:01:43,1050.64,EUR,Auchan,deposit,89.157.231.79,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174102,mobile_app,,
104,0654fecd-7c71-42ac-914c-c7cb82d7c025,client_256,2025-03-16 16:28:09,1150.1,CNY,WeChat Pay,deposit,118.178.92.224,retail,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174103,mobile_app,,
105,2032e996-cde5-49e6-8ac4-f0878d500e53,client_267,2025-04-06 11:54:35,1250.55,RUB,Tinkoff,deposit,77.88.55.169,utilities,RU,St. Petersburg,smartphone,987e6543-e21b-12d3-a789-426614174104,mobile_app,,
106,20b47cef-fbc9-4a99-a84c-a9181283c43a,client_271,2025-02-09 15:21:01,950.01,USD,Uber,deposit,72.14.192.114,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174105,mobile_app,,
107,1263e80b-6a80-491b-ae61-6f6eabc5d5c1,client_275,2025-03-23 10:47:27,850.46,USD,Walmart,deposit,72.14.192.238,retail,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174106,mobile_app,,
108,22e2d715-1dd0-4e85-a97f-91b75796e2c2,client_280,2025-04-13 14:13:53,750.92,EUR,Aldi,deposit,89.157.231.183,retail,DE,Berlin,smartphone,987e6543-e21b-12d3-a789-426614174107,mobile_app,,
109,38e9fb9c-8323-4a2d-a6cf-d2aecb8d57c4,client_284,2025-02-16 09:40:19,1050.37,EUR,Carrefour,deposit,89.157.231.28,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174108,mobile_app,,
110,04feeb07-dcc8-4443-8bc0-a615ed871bfb,client_288,2025-03-30 13:06:45,1150.83,CNY,Alipay,deposit,118.178.92.173,retail,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174109,mobile_app,,
111,35a1db83-4edc-476d-afc1-ef117361a665,client_299,2025-04-20 16:33:11,1250.28,RUB,Ozon,deposit,77.88.55.118,retail,RU,Moscow,smartphone,987e6543-e21b-12d3-a789-426614174110,mobile_app,,
112,bbf27239-07b1-4316-a568-179b613ab9f9,client_303,2025-02-23 11:59:37,950.74,USD,Amazon,deposit,72.14.192.63,retail,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174111,mobile_app,,
113,b4d69743-2b46-486b-83d7-0c09176988b1,client_307,2025-03-09 15:26:03,850.2,USD,Uber,deposit,72.14.192.187,travel,US,Los Angeles,smartphone,987e6543-e21b-12d3-a789-426614174112,mobile_app,,
114,ac8a7085-6ac9-4093-90ce-0601c5d72a7b,client_312,2025-04-27 10:52:29,750.65,EUR,Zalando,deposit,89.157.231.132,retail,DE,Munich,smartphone,987e6543-e21b-12d3-a789-426614174113,mobile_app,,
115,527848a9-5346-4014-9595-884f70fcfc48,client_316,2025-02-09 14:18:55,1050.11,EUR,Auchan,deposit,89.157.231.77,retail,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174114,mobile_app,,
116,67a32ba4-96fc-4922-ac6f-3148c5fa9ae7,client_320,2025-03-16 09:45:21,1150.56,CNY,WeChat Pay,deposit,118.178.92.222,retail,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174115,mobile_app,,
117,2d3fb4a6-2ff4-4528-8a63-7bf752e657c8,client_331,2025-04-06 13:11:47,1250.02,RUB,Wildberries,deposit,77.88.55.167,retail,RU,St. Petersburg,smartphone,987e6543-e21b-12d3-a789-426614174116,mobile_app,,
